Name	Type	DatabaseType	GUID
Blindness	SpellDefinition	SpellDefinition	3470e52d7a8b472498ee397e2532db04
Blur	SpellDefinition	SpellDefinition	277b11af157a3c84292024790e6173b3
BrandingSmite	SpellDefinition	SpellDefinition	1da57f03be1764642968c141460fe859
CalmEmotions	SpellDefinition	SpellDefinition	a879080b607fd75458e0eca2dea58e8a
CalmEmotionsOnAlly	SpellDefinition	SpellDefinition	c9f207be91400754d81771a737559ea2
CalmEmotionsOnEnemy	SpellDefinition	SpellDefinition	62de388719576ab4ea2aba2cada27a55
ConjureGoblinoids	SpellDefinition	SpellDefinition	f8af597cea616aa478d76ba8e57b78af
Darkness	SpellDefinition	SpellDefinition	b8d5ac9f43f55be479da08cd37744584
Darkvision	SpellDefinition	SpellDefinition	346361c8cc5708f4fb70d42c31fe4823
EnhanceAbility	SpellDefinition	SpellDefinition	08840275ddebe7f40abaa4bc145ee9f8
EnhanceAbilityBearsEndurance	SpellDefinition	SpellDefinition	c1f8c2c4c836c144cb1ecabb6cc77400
EnhanceAbilityBullsStrength	SpellDefinition	SpellDefinition	9a65cc0a2d08f56469c98021e9f6739e
EnhanceAbilityCatsGrace	SpellDefinition	SpellDefinition	fa84c7b083f9e1a4bbd42c9ca92122df
EnhanceAbilityEaglesSplendor	SpellDefinition	SpellDefinition	2fb2223684032f74a9b0f970717ffc97
EnhanceAbilityFoxsCunning	SpellDefinition	SpellDefinition	998141c982251174a8553253f66553cf
EnhanceAbilityOwlsWisdom	SpellDefinition	SpellDefinition	2ee432693a5fd0344bad3ff57af2413b
FindTraps	SpellDefinition	SpellDefinition	784a59eab3d513b42aeab8547027e5f5
FlamingSphere	SpellDefinition	SpellDefinition	3b54dc222148dc8499eb981f7383c71f
HoldPerson	SpellDefinition	SpellDefinition	cbc582b44f08e7f4b8ea69077471bc64
Invisibility	SpellDefinition	SpellDefinition	191eaa38bdc35ea429f843cc00e7e559
Knock	SpellDefinition	SpellDefinition	7b59b8af31053a843a006d0e375dbd89
LesserRestoration	SpellDefinition	SpellDefinition	5da149e59ebb042419041382af919aea
Levitate	SpellDefinition	SpellDefinition	ad416e5b882b3974c929eb75863f0e84
LevitateBoots	SpellDefinition	SpellDefinition	4f1152330fc8ab441bbaccf535f105a2
MagicWeapon	SpellDefinition	SpellDefinition	c9c2c6779e83836468fb6f4ab562897f
MistyStep	SpellDefinition	SpellDefinition	f4619f117544fe148aae6952202da5e3
PassWithoutTrace	SpellDefinition	SpellDefinition	f6e7156667938ea48ba53c669cc59019
PrayerOfHealing	SpellDefinition	SpellDefinition	f560b05d2587f5e4894220356a589968
ProtectionFromPoison	SpellDefinition	SpellDefinition	a7ceb55598ebbfd4cb4dfded0a7450f9
RayOfEnfeeblement	SpellDefinition	SpellDefinition	b617f68e7f041b74bb018ce5bf9a1c5c
ScorchingRay	SpellDefinition	SpellDefinition	2196d4d1af65ab8469bcb2b382014a58
SeeInvisibility	SpellDefinition	SpellDefinition	10c15ca8321632e42825254149dfb885
Shatter	SpellDefinition	SpellDefinition	acb96b651384a47428da7c0c32ab359e
SpiderClimb	SpellDefinition	SpellDefinition	1ba4092482a450c4da60e17cbe4577df
SpiritualWeapon	SpellDefinition	SpellDefinition	2a304c1b2bfa7be4c9cf7c7e08268fd7
AnimateDead	SpellDefinition	SpellDefinition	8980137f1d2f2a348ad894a92259707d
BeaconOfHope	SpellDefinition	SpellDefinition	5252b1be2462c8140ada004d265e277b
BestowCurse	SpellDefinition	SpellDefinition	c7af146d2e243eb42910adbddec1d7d3
BestowCurseAbilityCharisma	SpellDefinition	SpellDefinition	6c6f1ded10287504f86fdb148e4e511a
BestowCurseAbilityConstitution	SpellDefinition	SpellDefinition	99ce31115d140b8469963f4002935f31
BestowCurseAbilityDexterity	SpellDefinition	SpellDefinition	902f72b4983547544995efa0e6807b35
BestowCurseAbilityIntelligence	SpellDefinition	SpellDefinition	de7bc5160f0eea74ebe746c0bbe0acf7
BestowCurseAbilityStrength	SpellDefinition	SpellDefinition	736bfff6c69eac849851fa33129c6175
BestowCurseAbilityWisdom	SpellDefinition	SpellDefinition	fdcb303f681a0094c9570b2dd09d6256
BestowCurseOnActionTurn	SpellDefinition	SpellDefinition	f458623d6528f7849870d8c43d3f9030
BestowCurseOnAttackRoll	SpellDefinition	SpellDefinition	39d2676834705034b8b3fa2d9f29f293
BestowCurseOnDamageAddNecrotic	SpellDefinition	SpellDefinition	96716d2998ea6c3488ff852bcd76fa6f
ConjureAnimals	SpellDefinition	SpellDefinition	f0e0d1125df2d554eb10d3dde3a2050d
ConjureAnimalsEightBeasts	SpellDefinition	SpellDefinition	134441a618ec5d64fa8d244e29213dcd
ConjureAnimalsFourBeasts	SpellDefinition	SpellDefinition	d9d225a904e37f442aa166ac71bc41d3
ConjureAnimalsOneBeast	SpellDefinition	SpellDefinition	39384514f561754498fb936f07ad85c3
ConjureAnimalsTwoBeasts	SpellDefinition	SpellDefinition	afb3edb4c026fb4428ade3393bb73c2f
Counterspell	SpellDefinition	SpellDefinition	699759f98dacad84fb2d7323e0788179
CreateFood	SpellDefinition	SpellDefinition	ec735d1c4c89e0a4eb77dd6422948d3b
Daylight	SpellDefinition	SpellDefinition	73762817061cfec47b824d2f3a9fc3f6
DispelMagic	SpellDefinition	SpellDefinition	296e789b353c0324b804bee2c16a419a
Fear	SpellDefinition	SpellDefinition	cff391ef9dd8106448ed464270dcc9c4
Fireball	SpellDefinition	SpellDefinition	3f88bf59a445ce64aa23dfb935750535
Fly	SpellDefinition	SpellDefinition	6c13f5461f5047645a8c165cc0f43f83
GlyphOfWarding	SpellDefinition	SpellDefinition	fdb43e20f2378924cae9cdb6625d9346
Haste	SpellDefinition	SpellDefinition	134efafc59c7c58438b711271fb2c785
HypnoticPattern	SpellDefinition	SpellDefinition	363c0134112bc864b871f0fef729be6b
LightningBolt	SpellDefinition	SpellDefinition	f6e4a759d9257fe429523d7f3e8d9eb3
MagicCircle	SpellDefinition	SpellDefinition	95adac50a5b802941b1c51e6a1b9f4e5
MagicCircleProtectOuter	SpellDefinition	SpellDefinition	96ff61a6b4b7c314fbc2937d19df0402
MagicCircleRestrictInner	SpellDefinition	SpellDefinition	5cd6d4eeca0085842bab34e9905ee4ef
MassHealingWord	SpellDefinition	SpellDefinition	1b13f79192a474947a2c0138ded903b3
ProtectionFromEnergy	SpellDefinition	SpellDefinition	8416ac74aea478f498e2d50380376e90
ProtectionFromEnergyAcid	SpellDefinition	SpellDefinition	994a9de1196700e4283feabf5489d834
ProtectionFromEnergyCold	SpellDefinition	SpellDefinition	75ad363562b58ab4ab8ac7b74452e496
ProtectionFromEnergyFire	SpellDefinition	SpellDefinition	b27c8039c037a5344882f2ce0ad8a809
ProtectionFromEnergyLightning	SpellDefinition	SpellDefinition	e83d092289cddc14fa0ca208bc18bc0a
ProtectionFromEnergyThunder	SpellDefinition	SpellDefinition	b84692fdc256b2e4697e77af7c6d11e7
RemoveCurse	SpellDefinition	SpellDefinition	ecabaf5104767c04b9a6549866fccfa0
Revivify	SpellDefinition	SpellDefinition	16e7fb95186cf9b41806d15fbacd81af
SleetStorm	SpellDefinition	SpellDefinition	180d1c76c4d7ace4bae4ab9ad6b21b82
Slow	SpellDefinition	SpellDefinition	ee93dd5046aabe14e90ba99da310fbb4
SpiritGuardians	SpellDefinition	SpellDefinition	e44bc16c38bca35458599d87cf6def2d
StinkingCloud	SpellDefinition	SpellDefinition	b62f452e6a757124da5eef6ca9fd46e9
Tongues	SpellDefinition	SpellDefinition	fa71b90885b308f4b8998d433c9e41e8
VampiricTouchIntelligence	SpellDefinition	SpellDefinition	149a2d0a835fda54b99a710e0dabfd53
WaterBreathing	SpellDefinition	SpellDefinition	46ddd0ca4128ae847bf6a1ff90a26109
WaterWalk	SpellDefinition	SpellDefinition	06ca2247abf82e544aa674f7e4798fd2
WindWall	SpellDefinition	SpellDefinition	c76d03525ff3cff4b81e13884aa155f9
WallOfFire	SpellDefinition	SpellDefinition	c44e8ec6d1e888e47bbd40981b7a605d
WallOfFireLine	SpellDefinition	SpellDefinition	7f4dfaa0b473feb40b95cc20093bab72
WallOfFireRing	SpellDefinition	SpellDefinition	f434773a335e41548b26edc520fc39c4
RaiseDead	SpellDefinition	SpellDefinition	d35f9eee1baf295468f1dd7c696a15ba
Resurrection	SpellDefinition	SpellDefinition	f796a243f664c73409cca137f137f5f3
SpellListCleric	SpellListDefinition	SpellListDefinition	e728ae4e4306da44983db43e2889e53b
SpellListPaladin	SpellListDefinition	SpellListDefinition	1f7cd298d2c69194a9b04259cb39829d
SpellListRanger	SpellListDefinition	SpellListDefinition	7ef3d506682fd8c49a5b911c55e05880
SpellListWizard	SpellListDefinition	SpellListDefinition	ebbe572795f1e2e499bf55d00df9547f
SpellListWizardGreenmage	SpellListDefinition	SpellListDefinition	ea5e70805c62e0748a07e9fbf6256d26
SpellListAcolyte	SpellListDefinition	SpellListDefinition	9964a66ce613d19499678d162a677958
SpellListBerylStonebeard	SpellListDefinition	SpellListDefinition	e466ee0c21ad86540b7e0c82e4328874
SpellListCultFanatic	SpellListDefinition	SpellListDefinition	a6e48ff8c452aeb4980f649b127f55ef
SpellListGalar	SpellListDefinition	SpellListDefinition	6aa780a59af6a7e4f825e11bca0cd0d0
SpellListGoblinShaman	SpellListDefinition	SpellListDefinition	8d0f1b89e54dad7449dffcbc1bb5449f
SpellListHighPriest	SpellListDefinition	SpellListDefinition	721a7317f407d004599e5aec501b9d8b
SpellListHyeronimus	SpellListDefinition	SpellListDefinition	f2993f7bfe07f86498e64628a9a95842
SpellListMage	SpellListDefinition	SpellListDefinition	d221238d78cf1c34f96c8662074c4163
SpellListMardracht	SpellListDefinition	SpellListDefinition	b9b74cdd3ecb0cf43bb880907971533b
SpellListNecromancer	SpellListDefinition	SpellListDefinition	08936ed319481bd4a84a33222f3aad3d
SpellListNecromancer_BoneKeep	SpellListDefinition	SpellListDefinition	571963e7c777f3f41a8723e783fdc7bb
SpellListOrcShaman	SpellListDefinition	SpellListDefinition	ee67d5b818e394c4c8f25f89a37ec9ec
SpellListShockArcanist	SpellListDefinition	SpellListDefinition	7ad858d9446f8d946bcfa01886cf8f68
SpellListSkeletonKnight	SpellListDefinition	SpellListDefinition	2cf69c80c16344b48a7bba0267254b89
SpellListSkeletonSorcerer	SpellListDefinition	SpellListDefinition	7ac7b9d3f44d916469f2a746ed8a39ff
SpellListSorr-Akkath_Acolyte_of_Sorr-Tarr	SpellListDefinition	SpellListDefinition	d45887d419d4ffe4a957b1104d10e8bb
Language_Common	LanguageDefinition	LanguageDefinition	72ba845f64817e54182eb43f0bafbaae
Language_Dwarvish	LanguageDefinition	LanguageDefinition	04cf8f0f6a3003643bb3ecc3fbae74c5
Language_Elvish	LanguageDefinition	LanguageDefinition	cf39ea896db82294e85e99b5c9ea39dd
Language_Giant	LanguageDefinition	LanguageDefinition	d8efe0da3b93e714fb9f52f865fbd7ec
Language_Goblin	LanguageDefinition	LanguageDefinition	f717796561f635547b2d4db129ea269d
Language_Halfling	LanguageDefinition	LanguageDefinition	06ab6d940d5f73e4c8d4d65033de860e
Language_Orc	LanguageDefinition	LanguageDefinition	0f626b4c877f5a742b0505cce2f67d0b
Language_SpyCode	LanguageDefinition	LanguageDefinition	5bfc5686eae8b9e4e9bc33148d588ebe
Language_Terran	LanguageDefinition	LanguageDefinition	4b8d21e2592f5cf4ebb0e9b8d08faeaa
Language_Tirmarian	LanguageDefinition	LanguageDefinition	ce85c5290c6af314fb63ca5a48047233
Aberration	CharacterFamilyDefinition	CharacterFamilyDefinition	363a32985036df14fb62a7ad0204a0f8
Beast	CharacterFamilyDefinition	CharacterFamilyDefinition	7dcfa6421ceac8e42bd418f378c4e6a4
Celestial	CharacterFamilyDefinition	CharacterFamilyDefinition	baa031f6f278a4a47974f4bfe93dc164
Construct	CharacterFamilyDefinition	CharacterFamilyDefinition	35e16f2d735b51a4891a3c2e560cf7dc
Dragon	CharacterFamilyDefinition	CharacterFamilyDefinition	1b639a453a059f44caa76b17f4238884
Elemental	CharacterFamilyDefinition	CharacterFamilyDefinition	b754ff5eb343ab94aa924cce75540520
Fey	CharacterFamilyDefinition	CharacterFamilyDefinition	63797643242429841b1409512f4b487e
Fiend	CharacterFamilyDefinition	CharacterFamilyDefinition	d5dc121ebb417664db6be40aef6d8d90
Giant	CharacterFamilyDefinition	CharacterFamilyDefinition	92f53aa281ce4d948a3808108d095314
Humanoid	CharacterFamilyDefinition	CharacterFamilyDefinition	f7aa818c9f44ba84180d6c255337cee8
Monstrosity	CharacterFamilyDefinition	CharacterFamilyDefinition	a92853e018071294ea85fb0fa954a799
Ooze	CharacterFamilyDefinition	CharacterFamilyDefinition	aff60c773b51a4a4685ff9a009f99b45
Plant	CharacterFamilyDefinition	CharacterFamilyDefinition	73b3f5827d7ba394c92f2b3847489a81
Undead	CharacterFamilyDefinition	CharacterFamilyDefinition	cf4a5824ba8fe6242aea3944e58e47f3
ActionTypeBonus	ActionTypeDefinition	ActionTypeDefinition	21b025d538fb89e4d802735dd36cc680
ActionTypeFreeOnce	ActionTypeDefinition	ActionTypeDefinition	7ae7c4eba9463ba41ad056033de7e220
ActionTypeMain	ActionTypeDefinition	ActionTypeDefinition	6fe539e8ae6f5f5478553c6fa2f51f30
ActionTypeMove	ActionTypeDefinition	ActionTypeDefinition	a63124f5c304cc64093c92f1c97398e5
ActionTypeNoCost	ActionTypeDefinition	ActionTypeDefinition	0c2c490854c74ea42b6d49847ca2ef9e
ActionTypeReaction	ActionTypeDefinition	ActionTypeDefinition	c08fd5975202a654fb3c92c9e84813ca
AssignTargetBonus	ActionDefinition	ActionDefinition	45582b785d90f194eb06b4ad092977d3
AssignTargetMain	ActionDefinition	ActionDefinition	8842a815499687b40bec0bda84cdd6d5
AttackMain	ActionDefinition	ActionDefinition	8f42af261aae2db4dae3c0c3679781cf
AttackOff	ActionDefinition	ActionDefinition	c5f1e96e2948c7f40b09a34a31abffa3
AttackOpportunity	ActionDefinition	ActionDefinition	46880a215a8dcc54c978e70fdb2fe76e
AttackReadied	ActionDefinition	ActionDefinition	7e0883835671b304d80aa8787cdb22e4
Awaken	ActionDefinition	ActionDefinition	fe4c30f5cc724474798a050cd49e77eb
BlockAttack	ActionDefinition	ActionDefinition	4f3bca5985f7604459286625696beeef
CastBonus	ActionDefinition	ActionDefinition	fd9857c287512d6439c504299bce3d62
CastMain	ActionDefinition	ActionDefinition	218bdb35e1eb8ee41895c564ca2fd59a
CastNoCost	ActionDefinition	ActionDefinition	4ba988e73e41aa044b272446b6301fae
CastReaction	ActionDefinition	ActionDefinition	3fff5a12534803d47ac987149e86520d
CastReadied	ActionDefinition	ActionDefinition	f7db224022f1f3c4fae099301330e2e0
CastRitual	ActionDefinition	ActionDefinition	db6810818a57c8041b112fed5be52715
Cautious	ActionDefinition	ActionDefinition	9dc7bfcaa223b8b4f83fcfac56a20661
Climb	ActionDefinition	ActionDefinition	88deafee4e3e4184ebb6cda38f08707d
CounterAttackWithPower	ActionDefinition	ActionDefinition	8b1ee0d3787f6e342bb4767a6c889fbe
CunningAction	ActionDefinition	ActionDefinition	6b21ccd5e4bc4fd42a70524f703b687c
CunningActionFastHands	ActionDefinition	ActionDefinition	913d3ff3d11211048b35c8167e4ee291
DashBonus	ActionDefinition	ActionDefinition	f5855c9751db22f45a2aa36db1694e30
DashMain	ActionDefinition	ActionDefinition	036c8b12ff09a134483a89f09b05eab5
DisengageBonus	ActionDefinition	ActionDefinition	1037e6ac9e2e90644a1dea3ffd81c969
DisengageMain	ActionDefinition	ActionDefinition	ceca0edd8304b6347b75c6428043d5a3
Dodge	ActionDefinition	ActionDefinition	225a47eae588b8b4dbe025a997abdf64
DropProne	ActionDefinition	ActionDefinition	bf067b0ef267b4d42a5fbcf874adbb58
ExplorationMove	ActionDefinition	ActionDefinition	507f48d5499d04148b204a52f42aea08
Extinguish	ActionDefinition	ActionDefinition	663eaad72eeba214c83324a596d3c54a
FreeFall	ActionDefinition	ActionDefinition	f70519799c39bb549b21c659a5166a4a
GiantKiller	ActionDefinition	ActionDefinition	4cc78c81867fc2f4a9fcbb8e2cdef2fc
HideBonus	ActionDefinition	ActionDefinition	f1b9ae0cf54354e4e896e063207cfd11
HideMain	ActionDefinition	ActionDefinition	b75f4640e52b2ce4fb7e44ef4466bec3
Jump	ActionDefinition	ActionDefinition	d9184eae39a933847a12abcde314353e
Levitate	ActionDefinition	ActionDefinition	bc039a463a1659a428a334541d2f925b
LootGround	ActionDefinition	ActionDefinition	b2ca80c12e3b27646b482cc1ed28db53
Manipulate	ActionDefinition	ActionDefinition	0d3383b5588676342b1b81418bf83399
PowerBonus	ActionDefinition	ActionDefinition	2ba0f81ee709ac9419631a5cae4d0535
PowerMain	ActionDefinition	ActionDefinition	ebc15ea2dd78ec54b8700968a9237771
PowerNoCost	ActionDefinition	ActionDefinition	35e713bf2b6069d4cb97c96a0dd7e178
PowerReaction	ActionDefinition	ActionDefinition	9209d4a6542958c40ba6afcfde286200
ProxyActivateBonus	ActionDefinition	ActionDefinition	9133f0ec62b8ca14bb390de0a8a24708
ProxyActivateMain	ActionDefinition	ActionDefinition	9f4f3adf02db4374cbd111e283451bf0
Pushed	ActionDefinition	ActionDefinition	5b0a890a55957204d9d923deb3163853
ReactionShot	ActionDefinition	ActionDefinition	4b3b69e522de84947bd6402e1c52c3a7
Ready	ActionDefinition	ActionDefinition	0877624518be41144864e2494e0b0f19
Shove	ActionDefinition	ActionDefinition	7a2e56dbbf026f44d9b4707cbb20e48d
SleightOfHand	ActionDefinition	ActionDefinition	22d844bac1b362542bebfba220f8a340
SpendPower	ActionDefinition	ActionDefinition	c097e5dfb53212145a75e9060f8957ef
SpendSpellSlot	ActionDefinition	ActionDefinition	553ae773f96d7cf418897cb34eb7e010
Stabilize	ActionDefinition	ActionDefinition	08c54782ad3bed04297f03f3c94c2e91
StandUp	ActionDefinition	ActionDefinition	10471f0526aeb844d93906afed092ce1
StartBattle	ActionDefinition	ActionDefinition	aa997725a183c7a43b28f89cdb114340
TacticalMove	ActionDefinition	ActionDefinition	4c8a4b3393c5a054ebc8c3ef86b3549a
TriggerDefeat	ActionDefinition	ActionDefinition	5d29ea6c6560ba743bb396de57c1b0c2
UncannyDodge	ActionDefinition	ActionDefinition	3f997152006254c408040e3734b4acb5
UseItemBonus	ActionDefinition	ActionDefinition	b4a41d925f710da4eb00c2378ed827bc
UseItemMain	ActionDefinition	ActionDefinition	069fe00baa7673e4abb44c81bf21e03f
VampiricTouchIntelligence	ActionDefinition	ActionDefinition	ba3e94724688f2d44a37287cae37e694
AlterAttackSpell	ReactionDefinition	ReactionDefinition	1d3e5561a5af0f24aa1777fe97b8cae1
BlockAttack	ReactionDefinition	ReactionDefinition	dbce30aacfff88542a2e6ce68ecab794
CastFallPreventionSpell	ReactionDefinition	ReactionDefinition	4d8f8c9143239b34989b3ea29e1b33c6
CastImmunityToSpell	ReactionDefinition	ReactionDefinition	aa2cf9f29224f59469f50392ae5861c5
CounterAttackWithPower	ReactionDefinition	ReactionDefinition	2ce54472e3b79ba4e9a2c29ed99ee8a0
CounterSpell	ReactionDefinition	ReactionDefinition	7644575357b9af54681d42606bd958b0
GiantKiller	ReactionDefinition	ReactionDefinition	c6c831cfb6cec8349a2a7544130e43cb
OpportunityAttack	ReactionDefinition	ReactionDefinition	58b9adb7799fb014c88b7c71a26b4e10
ReactionShot	ReactionDefinition	ReactionDefinition	17d47b1ea76fdf14da76b3be710ca279
ReadiedAction	ReactionDefinition	ReactionDefinition	aa957a99e8c0ec646b1feaec98e50593
SpendPower	ReactionDefinition	ReactionDefinition	405e5fee21bd3e846ad69b13c1b2530f
SpendSpellSlot	ReactionDefinition	ReactionDefinition	1388c7c8bf604aa45b3f4751fdc10ad0
UncannyDodge	ReactionDefinition	ReactionDefinition	401471283c5796b4aaf1248244fab67f
UsePower	ReactionDefinition	ReactionDefinition	eb90221fba8ce5f4dae08332dd798efd
Eagle_Matriarch	MonsterDefinition	MonsterDefinition	2761b7315d8e9494083f46b34a8bfc04
Giant_Eagle	MonsterDefinition	MonsterDefinition	370501009513e1348b7293c34c85e39a
Flying_Snake	MonsterDefinition	MonsterDefinition	6ea4653d45a6b7a4ca51aafe322d570e
Poisonous_Snake	MonsterDefinition	MonsterDefinition	17430b9ff5c50a84da818193ba151b27
Tiger_Drake	MonsterDefinition	MonsterDefinition	38cc0f56805dd8a44a25432990696848
BadlandsSpider	MonsterDefinition	MonsterDefinition	d00248babf866ae48a8c4e2cd2da29b2
DeepSpider	MonsterDefinition	MonsterDefinition	996f30775dad6a54da0be930fee410d5
AlphaWolf	MonsterDefinition	MonsterDefinition	2a474eff8f0a8eb4a9cdb77700a05ce5
Direwolf	MonsterDefinition	MonsterDefinition	46c6fa42b8fefb64882af182eff3aba4
StarvingWolf	MonsterDefinition	MonsterDefinition	27cbeaa8ab957eb41a8b5c61e9eaf8ff
Wolf	MonsterDefinition	MonsterDefinition	639e87dee33292e4a8e8a88e1e414a7d
Magic_Mouth	MonsterDefinition	MonsterDefinition	6c1ec6c27c43c884a837a354de7dbe3a
FireSpider	MonsterDefinition	MonsterDefinition	fb76f7738946646418f29f4950098bed
Gargoyle	MonsterDefinition	MonsterDefinition	862f43737ba325140860e87e23686192
Ogre	MonsterDefinition	MonsterDefinition	b421de8bacffa2d4ba3ee516bc145a08
Goblin	MonsterDefinition	MonsterDefinition	6385eddb59bc18a4b8dd19bffdd279a8
Goblin_Shaman	MonsterDefinition	MonsterDefinition	cb9c8bb91afe9dd48b94778d12797493
Goblin_Skirmisher	MonsterDefinition	MonsterDefinition	eb7bbfdae2a13504281402bdbce75722
Generic_BadlandHunter	MonsterDefinition	MonsterDefinition	d95d2ae9a98a5ac43970c2784fc894d0
Generic_Darkweaver	MonsterDefinition	MonsterDefinition	4538d2e89999e1744ab6d4093262854d
Generic_Guard	MonsterDefinition	MonsterDefinition	db0ecf74155f2964bb21b0b3122309cc
Generic_HighPriest	MonsterDefinition	MonsterDefinition	c11ee81fdf46aa746aac3bd8b74584aa
Generic_Highwayman	MonsterDefinition	MonsterDefinition	c2fbff8881b12b846854acb3f4eb87d0
Generic_Necromancer	MonsterDefinition	MonsterDefinition	7fc6baaf0d2d9d04fbce094f6f15e40c
Generic_ShockArcanist	MonsterDefinition	MonsterDefinition	c97720e4ab0f5514eb67731a0f4705d9
Generic_TowerOfMagic_Worker	MonsterDefinition	MonsterDefinition	5c91e56a3cab54647b9fd0357422092b
Generic_Warlord	MonsterDefinition	MonsterDefinition	0d28e3132df4a054bb63f56086e32362
SRD_Acolyte	MonsterDefinition	MonsterDefinition	9ede667e39b3bfa4fbf1b232ce2a0b48
SRD_Bandit	MonsterDefinition	MonsterDefinition	1662d0f127ca14d4d94dd30c8775d32c
SRD_Bandit_Ranged	MonsterDefinition	MonsterDefinition	52c43641e25280e4e9afb0d73682f93b
SRD_BanditCaptain	MonsterDefinition	MonsterDefinition	c581e7271a52712419cedcb8785cfba2
SRD_Berserker	MonsterDefinition	MonsterDefinition	5096901eb01033a4fbe3855df4cf8210
SRD_Cult_Fanatic	MonsterDefinition	MonsterDefinition	c3e3a508caec93c429c10c660a498995
SRD_Mage	MonsterDefinition	MonsterDefinition	dae12a4dfa3c78142b8ec13279123fae
SRD_Priest	MonsterDefinition	MonsterDefinition	80cb39a25cc72f54080e9be4bd55b341
SRD_Scout	MonsterDefinition	MonsterDefinition	67abe1e213c083b4fa9a243a2969861d
SRD_Spy	MonsterDefinition	MonsterDefinition	8d879acd206124c4982093801f716fba
SRD_Thug	MonsterDefinition	MonsterDefinition	dbff3f4717861784d83383112efcfb8e
SRD_Veteran	MonsterDefinition	MonsterDefinition	97d21070354567849b2d5e0a5a34a0ba
SRD_Werewolf	MonsterDefinition	MonsterDefinition	7b87ef0d43346e24ba6fd322ba60f321
Adam_The_Twelth	MonsterDefinition	MonsterDefinition	92b1e69cd18a14c42adb0ed923176872
Aksha	MonsterDefinition	MonsterDefinition	a778b3ee334d8e942ae52557551a61c3
Alena_Swift	MonsterDefinition	MonsterDefinition	c76a8916a04e9814ead648b18123257c
Angbi_Kramsson	MonsterDefinition	MonsterDefinition	a174690640dad9b43951fbc771d8d07b
Arbal	MonsterDefinition	MonsterDefinition	d8a5714936a8ddc48b90c4d2f4d9227b
Arwin_Merton	MonsterDefinition	MonsterDefinition	ce784612802f00b4f85f38a529e01248
Atima_Bladeburn	MonsterDefinition	MonsterDefinition	da9061e13fb933549b64ca57daac7df9
Baron_Grommir_Stonefist	MonsterDefinition	MonsterDefinition	3bed61c59ec0fda4ca2b8b41803023f2
Baron_Grommir_Stonefist_Disguised	MonsterDefinition	MonsterDefinition	9df0ac614094d4d44bd10f089c081812
Bartender_Coparann	MonsterDefinition	MonsterDefinition	8fb5794356da8364a82f3951897f3663
Beric_Sunblaze	MonsterDefinition	MonsterDefinition	8930f51e0b559ee42ad0e93a30fe9921
Beryl_Stonebeard	MonsterDefinition	MonsterDefinition	f7ae47f4f4629424cad7e989c8d2f275
Bone_Keep_Adventurer_Ghost	MonsterDefinition	MonsterDefinition	4ec0d765d6c2d0149ab5aa0b4c664642
Butler_Ravensworth	MonsterDefinition	MonsterDefinition	ee4543c8bafde26408f7c2b2e65b6bf5
Caer_Cyflen_Guard	MonsterDefinition	MonsterDefinition	66413c3006abd0545911905534b08b84
Caer_Cyflen_SnowAllianceGuard	MonsterDefinition	MonsterDefinition	84230580bb171304ba4cab69a403a314
CaerLemMerchantGDC	MonsterDefinition	MonsterDefinition	125fefab6a464f3438de3bde4fb5ae91
Captain_Verissa_Ironshell	MonsterDefinition	MonsterDefinition	5eec1cee7cb14294b8477168c77e48d7
Carran	MonsterDefinition	MonsterDefinition	8b834e9d191bae14089eaa8fc7b4eee8
Ceannard	MonsterDefinition	MonsterDefinition	e9bc7d65d7c80d0409eb368852ce47e8
Ceiwad_Silverflower	MonsterDefinition	MonsterDefinition	d1303b4a8da9f3348ae3213356193d1a
Citizen_Husk_CaerCyflen	MonsterDefinition	MonsterDefinition	5ebf365b8ab6bc348aabd684aca6f3f5
Citizen_Simple_CaerCyflen	MonsterDefinition	MonsterDefinition	fa36706d446b12e44bd8cbc1e14713ac
Coparann_Guard	MonsterDefinition	MonsterDefinition	2442b20fa432f824d9e1a53b2e96c8ac
Coparann_Guard_Sorak_Agent	MonsterDefinition	MonsterDefinition	63704954df0d2d149b2beb641b88ad99
Coparann_GuardCS	MonsterDefinition	MonsterDefinition	f1b99fbe3ccfa3f43b465146eac1da1d
Daliat_Sunbird	MonsterDefinition	MonsterDefinition	1a37f7079db6c2e468687231a872c7de
Dalon_Lark	MonsterDefinition	MonsterDefinition	e0b8a0da3bcb37046a5a01bc76f56e78
Dek	MonsterDefinition	MonsterDefinition	13187b1ce58847d42ae803e764dfb815
Edvan_Danantar	MonsterDefinition	MonsterDefinition	5e1c57affad4cf7468e0a0a4aebb6664
Galar	MonsterDefinition	MonsterDefinition	18fd6cf35b618e84faa69c00524bc050
Halman_Summer	MonsterDefinition	MonsterDefinition	fda8753ac2e43de4f99ed0af88f39400
Heather_Merran	MonsterDefinition	MonsterDefinition	7593bb2fd0aa19145a0f9eb0037600bf
Hector	MonsterDefinition	MonsterDefinition	f533908ed535ebf47bb0d7255f0014a3
Heddlon_Surespell	MonsterDefinition	MonsterDefinition	3ca98882d9577824dac2ee8e3cf7da5f
Hertha_Gormsdottir	MonsterDefinition	MonsterDefinition	ec3ce2ec41c2bbe41b08ca4d8aa6e295
Hyeronimus_Bash	MonsterDefinition	MonsterDefinition	c048a17ca43cd26499e8375853ca035e
Idriel_Fairbrow	MonsterDefinition	MonsterDefinition	72910d5fa46e5ee4c907a7ff3723a39a
